release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2012-09-28,Vulgaria,Comedy,,33700,,
2011-12-14,Addiction Incorporated,Documentary,,33664,,
2011-11-11,The Conquest,Drama,,33344,,
2012-08-17,Painted Skin: The Resurrection,Action,,33212,,
2012-03-09,RomÃ©o Onze,Drama,,32457,,
2012-10-26,District of Corruption,Documentary,,31954,,
2012-03-23,Musical Chairs,Drama,,31478,,
2012-05-04,CÃ©line and Julie Go Boating…,,,31452,,
2011-11-25,Norwegian Wood,Drama,,31406,,
2012-04-13,L!fe Happens,Comedy,930000,30905,0,30905
2012-11-02,The Bay,Horror,,30668,,
2012-05-25,Hide Away,Drama,,30655,,
2012-08-24,Hermano,Drama,,29864,,
2009-01-09,Just Another Love Story,Drama,,29630,,
2011-11-18,"Flamenco, Flamenco",Documentary,,29435,,
2012-08-08,Meet the Fokkens,Documentary,,29357,,
2012-12-07,Wagner & Me,Documentary,,29187,,
2012-08-10,Max et les ferrailleurs,Thriller/Suspense,,29174,,
2012-02-03,Kill List,Horror,800000,29063,433143,462206
2012-08-03,You've Been Trumped,Documentary,,28450,,
2012-10-12,Least Among Saints ,Drama,,28026,,
2012-07-27,Klown: The Movie,Black Comedy,,28000,,
2012-05-25,Mighty Fine,Drama,,27900,,
2011-04-26,Sacrifice,Action,,27899,,
2012-06-01,"Pink Ribbons, Inc.",Documentary,1200000,26608,0,26608
2012-04-13,Here ,Drama,,26464,,
2012-10-19,Nobody Walks,Drama,,25342,,
2012-01-13,Le diable probablement,Drama,,24878,,
2012-10-26,Orchestra of Exiles,Documentary,,24710,,
2012-03-09,Sound of Noise,Comedy,,24565,,
2012-05-11,Otter 501,Documentary,,24449,,
2012-02-10,Death of the Virgin,Horror,,24418,,
2011-07-29,The Guard,Comedy,6000000,23630,15837680,21197454
2011-05-20,Lost Bohemai,Documentary,,23584,,
2011-08-19,Mozartâs Sister,Drama,,23389,,
2011-10-28,Like Crazy,Drama,250000,23291,333009,3728400
2012-09-21,Hellbound?,Documentary,,22887,,
2012-10-19,The First Time,Romantic Comedy,,22836,,
2012-03-16,Free Men,Drama,,22578,,
2012-03-16,All Our Desires,Drama,,22517,,
2012-04-06,Keyhole,Thriller/Suspense,,22393,,
2012-03-23,The Long Day Closes,Drama,,22366,,
,56 Up,,,22088,,
2012-11-02,North Sea Texas,Drama,,21615,,
2012-05-11,Bonsai,Drama,,21163,,
2012-09-05,Girl Model,,,21154,,
2012-12-07,Lay the Favorite,Comedy,,20998,,
2012-08-29,The Day,Thriller/Suspense,,20984,,
2011-10-21,Paranormal Activity 3,Horror,5000000,20979,103011037,207039844
2012-01-20,Carol Channing: Larger Than…,Documentary,,20370,,
2012-03-02,Better Than Something: Jay …,,,20327,,
1999-10-29,Galapagos,Documentary,,20198,,
2011-09-09,The Whale,Documentary,,20092,,
2012-01-27,PrÃ©sumÃ© Coupable,Drama,,19750,,
2012-09-19,Radio Unnameable,Documentary,,19676,,
2005-09-23,Magnificent Desolation,Documentary,,19662,,
2011-07-15,Ranchero,Drama,,19623,,
2012-12-07,Waiting for Lightning,Documentary,,19537,,
2012-03-16,Sedona,Drama,,19532,,
2012-04-13,How to Grow a Band,Documentary,,19237,,
2012-11-09,28 Hotel Rooms,Drama,,18869,,
2012-06-01,Chely Wright: Wish Me Away,Documentary,,18618,,
1967-12-21,The Graduate,Comedy,,18574,,
2012-10-05,The Revisionaries,Documentary,,18509,,
2012-05-18,Mansome,Documentary,,18395,,
2012-09-14,Port of Shadows,Drama,,18275,,
2012-01-13,The Divide,Thriller/Suspense,3000000,18000,138362,156362
2012-03-23,4:44 Last Day on Earth ,Drama,,17801,,
2012-12-21,Django,Western,,17277,,
2012-03-16,The Understudy,Black Comedy,,17036,,
2012-11-09,Dangerous Liaisons,Drama,24200000,17000,10430579,10447579
2012-11-09,Dangerous Liaisons,Drama,14000000,17000,0,34700000
2011-11-04,The Bride Wore Black,Drama,,16854,,
2012-04-25,Inventing Our Life: The Kib…,Documentary,,16734,,
2012-08-29,Little Birds,Drama,,16594,,
2012-10-19,My Worst Nightmare,Comedy,,16275,,
2012-02-10,Return,Drama,,16124,,
2012-07-13,Alps,Drama,,16057,,
2012-08-10,$upercapitalist,,,15919,,
2012-05-04,This Binary Universe,Documentary,,15875,,
2012-11-16,Before My Heart Falls,Documentary,,15753,,
2012-05-18,Quill: The Life of a Guide Dog,Drama,,15674,,
2012-04-06,Take Me Home,Romantic Comedy,,15374,,
2012-02-15,Michael,Drama,,15151,,
2012-10-05,Trade of Innocents,Thriller/Suspense,5800000,15091,0,15091
2012-09-21,17 Girls,Drama,,15002,,
2012-02-10,Kung Fu Joe,Comedy,,14752,,
2012-07-20,30 Beats,Drama,,14686,,
2011-11-11,Elite Squad: The Enemy Within,Action,,14616,,
2012-11-23,Tristana,Drama,,14586,,
2012-11-30,Silent Night,Horror,,14568,,
2011-12-02,Outrage,Drama,,14305,,
2012-10-12,Gayby,Comedy,,14062,,
2012-06-01,6 Month Rule,Comedy,,14057,,
2012-09-21,Head Games,Documentary,,14056,,
2011-10-07,Blackthorn,Western,4500000,13898,1016749,1217307
2011-12-09,The Snows of Kilimanjaro,Drama,,13729,,
2012-04-20,Jesus Henry Christ,Drama,,13714,,
2012-07-06,Daisies,Drama,,13692,,
2012-03-16,Reuniting the Rubins,Comedy,,13569,,
2012-01-13,Sophomore,Comedy,,13500,,
2011-11-18,Eames: The Architect and th…,Documentary,,13275,,
2012-05-18,The Color Wheel,Comedy,,13266,,
2012-11-09,Citadel,Horror,,13201,,
2012-03-02,Falling Away,,,13157,,
2012-03-23,The Trouble With Bliss,Comedy,,13093,,
2012-01-25,How Much Does Your Building…,Drama,,13013,,
2012-11-30,California Solo,Drama,,12952,,
2012-12-14,The End of Time,Documentary,,12835,,
2012-06-08,We Won't Grow Old Together,,,12801,,
2011-09-23,The Man Nobody Knew: In Sea…,Documentary,,12454,,
2012-09-05,For Ellen,Drama,,12396,,
2011-11-30,Khodorkovsky,Documentary,,11804,,
2012-11-30,Dragon,Action,,11300,,
1990-06-01,Total Recall,Action,125000000,11299,152978119,211856088
1990-06-01,Total Recall,Action,65000000,11299,142005161,261400000
2011-10-19,Paul Goodman Changed My Life,Documentary,,11036,,
2012-06-01,Wallander: The Revenge,Drama,,10960,,
2010-01-01,Shanghai Red,Thriller/Suspense,,10782,,
2012-10-12,Special Forces,Action,,10759,,
2012-07-06,China Heavyweight,Documentary,,10550,,
2012-01-13,Santa Mesa,Drama,,10490,,
2012-12-07,Tchoupitoulas,Documentary,,10431,,
2012-01-20,Ultrasuede: In Search of Ha…,Documentary,,10357,,
2012-11-09,In Another Country,Drama,,10332,,
2012-09-21,Husbands in Goa,Comedy,,10135,,
2011-05-25,Arjun The Warrior Prince,Action,,10017,,
2012-05-04,A Little Bit of Heaven,Romantic Comedy,12500000,10011,1090276,1100287
2012-07-06,The Do-Deca Pentathlon,Comedy,,10000,,
2012-05-18,Virginia,Drama,,9915,,
2012-04-11,Post Mortem,Drama,,9750,,
2012-09-07,[REC] 3: Genesis,Horror,,9600,,
2012-01-06,Beneath the Darkness,Thriller/Suspense,,9600,,
2011-12-09,Happy People: A Year in the…,Documentary,,9523,,
2012-06-22,BRO',,,9329,,
2012-10-19,When the Iron Bird Flies,Documentary,,9175,,
2012-02-17,Putin's Kiss,Documentary,,9144,,
2012-03-16,Around June,Drama,,9102,,
2012-10-05,Decoding Deepak,Documentary,,9050,,
2012-09-21,Three Stars,Documentary,,8942,,
2012-01-13,Man on a Mission,Documentary,,8688,,
2012-05-11,"Small, Beautifully Moving P…",Comedy,,8631,,
2012-06-08,Letters to Elena,Drama,,8511,,
2012-03-02,The Snowtown Murders,Thriller/Suspense,,8452,,
2012-09-21,Brooklyn Brothers Beat the …,Comedy,,8418,,
2011-12-16,Cook County,Drama,,8250,,
2012-01-06,Roadie,Drama,,7825,,
2012-10-12,Photographic Memory,Documentary,,7711,,
2012-03-02,Last Days Here,Documentary,,7643,,
2012-10-03,Bel Borba Aqui,Documentary,,7426,,
2012-11-16,Price Check,Comedy,,7413,,
2012-04-27,The Giant Mechanical Man,Romantic Comedy,900000,7396,0,7396
2012-04-13,Angel & Tony,,,7323,,
1994-06-15,The Lion King,Adventure,260000000,7284,1113305351,1656943394
1994-06-15,The Lion King,Adventure,79300000,7284,564429585,986214868
2012-11-09,Nothing But a Man (1964) (R…,Drama,,7255,,
2012-12-07,Only the Young,Documentary,,7138,,
2012-11-16,Hitler's Children,Documentary,,6923,,
2012-01-13,Domain,Drama,,6914,,
2011-11-04,Charlotte Rampling: The Look,Documentary,,6817,,
2011-08-10,Over Your Cities Grass Will…,Documentary,,6762,,
2012-10-26,The Last Fall,,,6568,,
2012-08-10,Dreams of a Life,Documentary,,6559,,
2012-12-07,In Our Nature,Drama,,6543,,
2012-02-03,Windfall,Documentary,,6504,,
2012-06-22,Grassroots,Comedy,,6497,,
2012-03-30,The Beat Hotel,Documentary,,6480,,
2011-09-27,Inni,Concert/Perfor…,,6440,,
2011-11-18,Tyrannosaur,Drama,,6353,,
2011-11-18,Garbo: The Spy,Documentary,,6330,,
2011-12-23,Prince of the Himalayas,Drama,,6295,,
2012-07-06,Crazy Eyes,Drama,,6106,,
2011-10-05,Hell and Back Again,Documentary,,5997,,
2012-12-07,The Man Who Shook the Hand …,Comedy,,5994,,
2012-10-07,Bienvenue parmi nous,,,5912,,
2011-10-21,The Last Ride,,,5887,,
2012-02-14,Buzzkill,Comedy,,5860,,
2012-08-03,The Babymakers,Comedy,,5783,,
2012-12-14,Save the Date,Romantic Comedy,,5719,,
2012-04-25,Booker's Place: A Mississip…,Documentary,,5549,,
2012-11-30,Young and Wild,Drama,,5514,,
2012-11-30,Universal Soldier: Day of R…,Action,,5460,,
2011-09-09,The Autobiography of Nicola…,Documentary,,5333,,
2012-08-31,The Good Doctor,Drama,,5206,,
2012-11-02,A Liar's Autobiography - Th…,Comedy,,5102,,
2012-10-26,Pusher,Thriller/Suspense,,5040,,
2012-09-28,Bringing Up Bobby,Drama,,4975,,
2012-02-24,Tomorrow When the War Began,Action,,4936,,
2011-08-19,The Worst Movie EVER!,Comedy,,4891,,
2012-03-23,Brake,Thriller/Suspense,,4876,,
2012-01-13,Newlyweds,Comedy,9000,4584,0,4584
2012-08-03,Sushi: The Global Catch,Documentary,,4583,,
2012-05-11,Tonight You're Mine,Romantic Comedy,,4321,,
2012-12-07,The Rabbi's Cat,Adventure,,4301,,
2012-03-02,Art is....The Permanent Rev…,Documentary,,4291,,
2011-10-14,OKA!,Adventure,,4281,,
2012-08-31,Breathing,Drama,,4258,,
2011-12-23,Miss Minoes,Adventure,,4242,,
2012-12-10,The Loving Story,Documentary,,4218,,
2012-01-06,The King of Devil's Island,Drama,,4162,,
2011-08-19,Amigo,Drama,1500000,4123,0,184705
2011-09-14,Granito: How to Nail a Dict…,Documentary,,3988,,
2012-11-16,The Man in the White Suit,Comedy,,3874,,
2012-04-20,The Moth Diaries,Horror,,3838,,
2011-11-18,Rid of Me,Black Comedy,,3725,,
2012-08-03,Free Radicals: A History of…,Documentary,,3689,,
2012-12-07,Yangsi,Documentary,,3685,,
2012-01-11,Loosies,Comedy,,3519,,
2011-09-16,Jane's Journey,Documentary,,3507,,
2012-04-20,Downtown Express,,,3474,,
2012-12-14,Let Fury Have the Hour,Documentary,,3386,,
2012-11-02,Vamps,Romantic Comedy,16000000,3361,91451,94812
2012-05-11,Sleepless Night,Thriller/Suspense,,3358,,
2010-03-26,The Terkel in Trouble,,,3259,,
2011-06-09,Summer,Drama,,3236,,
2011-10-07,The Swell Season,Documentary,,3178,,
2012-02-17,Cirkus Columbia,Drama,,3163,,
2012-04-06,ATM,Thriller/Suspense,,3010,,
2012-09-21,About Cherry,Drama,,3003,,
2012-12-07,Cheerful Weather for the We…,Romantic Comedy,,2651,,
2012-04-29,Carl,Horror,,2592,,
2011-05-27,Pianomania,Documentary,,2524,,
2012-05-18,The Samaritan,Thriller/Suspense,,2521,,
2012-08-17,Why Stop Now,Comedy,,2432,,
2011-11-18,The Heir Apparent: Largo Winch,Action,,2333,,
2011-08-31,Gainsbourg: A Heroic Life,Drama,,2240,,
2012-12-07,Le Moine,Thriller/Suspense,,2164,,
2012-06-08,Patagonia Rising,Documentary,,2064,,
2012-07-25,Planet of Snail,Documentary,,2011,,
2011-09-30,American Teacher,Documentary,,2004,,
2012-10-26,Bad Blood,Horror,,1872,,
2011-07-20,Four Adventures of Reinette…,Comedy,,1834,,
2009-06-12,Le combat dans l'Ã®le,Thriller/Suspense,,1756,,
2012-02-10,Perfect Sense,Drama,,1567,,
2012-10-19,Bestiare,Documentary,,1428,,
2012-03-30,I Kissed a Vampire,Musical,,1380,,
2012-09-28,Headshot,Thriller/Suspense,,1373,,
2012-04-06,Fightville,Documentary,,1333,,
2012-12-14,Jason Becker: Not Dead Yet,Documentary,,1294,,
1947-04-11,Monsieur Verdoux,Black Comedy,,1218,,
2012-09-14,Snowman's Land,Black Comedy,,1190,,
2012-11-02,Jack and Diane,Drama,,1142,,
2011-09-30,My Joy,Drama,,841,,
2012-03-09,The Decoy Bride,Comedy,,759,,
,Ta-weo,,,726,,
2011-01-14,Battleship Potemkin ,Drama,,672,,
2012-11-09,Nature Calls,Comedy,,646,,
,A Dark Truth,,,630,,
2012-04-27,Citizen Gangster,Drama,,625,,
2012-05-04,Death of a Superhero,Drama,,607,,
2012-11-23,Gottfried Helnwein and the …,Documentary,,601,,
2012-05-04,Meeting Evil,Drama,,525,,
2012-03-16,Playback,Horror,,264,,
2012-06-01,Apartment 143,Horror,,256,,
2013-05-03,Iron Man 3,Action,200000000,408992272,806400000,1215392272
2013-11-22,The Hunger Games: Catching …,Adventure,,407139699,,
2013-07-03,Despicable Me 2,Adventure,76000000,367956735,607151450,975216835
2013-11-27,Frozen,Musical,150000000,296691729,868008165,1268746174
2013-06-14,Man of Steel,Action,225000000,291045518,376954000,667999518
2013-06-21,Monsters University,Adventure,200000000,268488329,475100000,743588329
2013-10-04,Gravity,Thriller/Suspense,110000000,255621667,419605968,693698673
2013-05-24,Fast and Furious 6,Action,160000000,238679850,550620594,789300444
2013-03-08,Oz the Great and Powerful,Adventure,200000000,234770996,255588055,490359051
2013-12-13,The Hobbit: The Desolation …,Adventure,,228934309,,
2013-05-16,Star Trek Into Darkness,Adventure,190000000,228778661,238602923,467381584
2013-11-08,Thor: The Dark World,Action,150000000,203449204,438240376,644602516
2013-06-21,World War Z,Action,190000000,202359711,329154939,531514650
2013-03-22,The Croods,Adventure,135000000,187168425,385900000,573068425
2013-06-28,The Heat,Comedy,43000000,159581587,70146187,229727774
2013-08-07,We're the Millers,Comedy,37000000,150394119,117422157,267816276
2013-05-10,The Great Gatsby,Drama,190000000,144840419,208800000,353640419
2013-05-10,The Great Gatsby,Drama,7000000,144840419,0,26533200
2013-07-19,The Conjuring,Horror,20000000,137400141,180472834,317872975
2013-02-08,Identity Thief,Comedy,35000000,134506920,40854658,175361578
2013-07-12,Grown Ups 2,Comedy,80000000,133668525,113355283,247023808
2013-07-26,The Wolverine,Action,115000000,132556852,283900000,416456852
2013-03-27,G.I. Joe: Retaliation,Action,140000000,122523060,253217645,375740705
2013-05-31,Now You See Me,Thriller/Suspense,75000000,117723989,225045211,342769200
2013-09-27,Cloudy with a Chance of Mea…,Adventure,,117614237,,
2013-08-16,Lee Daniels' The Butler,Drama,30000000,116293662,60393403,177025498
2013-05-23,The Hangover 3,Comedy,103000000,112200072,249800000,362000072
2013-12-18,Anchorman 2: The Legend Con…,Comedy,,108773941,,
2013-05-24,Epic,Adventure,100000000,107518682,155275759,262794441
2013-10-11,Captain Phillips,Drama,55000000,104834734,113511767,220648184
2013-07-12,Pacific Rim,Action,190000000,101802906,309200000,411002906
2013-10-25,Jackass Presents: Bad Grandpa,Comedy,15000000,101625444,58900000,160903019
2013-06-12,This is the End,Comedy,32000000,101470202,25068915,126539117
2013-03-22,Olympus Has Fallen,Thriller/Suspense,70000000,98927592,73951336,172878928
2012-11-16,Silver Linings Playbook,Drama,21000000,97416189,104319495,236412453
2013-04-12,42,Drama,31000000,95020213,2450488,97470701
2013-08-09,Elysium,Action,120000000,93050117,193141974,286192091
2012-12-19,Zero Dark Thirty,Drama,52500000,91314578,38891719,134612435
2013-08-09,Disney Planes,Adventure,50000000,90282580,147776989,238059569
2013-07-02,The Lone Ranger,Western,225000000,89302115,170700000,260002115
2013-04-19,Oblivion,Thriller/Suspense,120000000,89107235,198809398,287916633
2013-12-13,American Hustle,Black Comedy,40000000,87903772,107760487,257858943
2013-09-13,Insidious Chapter 2,Horror,5000000,83586447,78335068,161921515
2013-07-17,Turbo,Adventure,135000000,83028130,203868448,286896578
2013-08-02,2 Guns,Action,61000000,75612460,56880555,132493015
2013-06-28,White House Down,Thriller/Suspense,150000000,73103784,132336603,205440387
2013-01-18,Mama,Horror,15000000,71628180,76467386,148095566
2013-02-14,Safe Haven,Drama,28000000,71399120,22651831,94050951
2013-07-31,The Smurfs 2,Adventure,110000000,71017784,277529739,348547523
2013-11-15,The Best Man Holiday,Comedy,17000000,70492685,2310515,72835710
2013-08-07,Percy Jackson: Sea of Monsters,Adventure,90000000,68518210,132300000,200859554
2013-02-14,A Good Day to Die Hard,Action,92000000,67349198,236900000,304249198
2013-02-01,Warm Bodies,Romantic Comedy,30000000,66380662,48740946,115121608
2013-03-01,Jack the Giant Slayer,Adventure,195000000,65187603,132500000,197687603
2013-06-07,The Purge,Thriller/Suspense,3000000,64473115,26793466,91266581
2013-12-25,The Wolf of Wall Street,Black Comedy,100000000,63173956,272969720,389918903
2013-11-01,Last Vegas,Comedy,28000000,63112318,49000000,112914167
2013-11-01,Ender's Game,Adventure,110000000,61656849,66246092,127983283
2013-09-20,Prisoners,Thriller/Suspense,46000000,61002302,52400000,113402302
2013-05-31,After Earth,Action,130000000,60522097,190977568,251499665
2013-12-20,Saving Mr. Banks,Drama,35000000,58958280,31662764,114962525
2013-02-15,Escape From Planet Earth,Adventure,40000000,57012977,17143633,74156610
2012-12-25,Django Unchained,Western,100000000,56525312,287036132,449841566
2013-01-25,Hansel & Gretel: Witch Hunters,Action,50000000,55703475,159246241,214949716
2013-11-01,Free Birds,Adventure,55000000,54894525,54636592,110387072
2013-04-05,Evil Dead,Horror,17000000,54239856,43538500,97778356
2013-07-19,RED 2,Action,84000000,53262560,88244795,141507355
2013-03-29,Tyler Perryâs Temptation,Drama,37000000,51975354,1167790,53143144
2013-03-15,The Call,Thriller/Suspense,12800000,51872378,17949098,69821476
2013-12-13,Tyler Perry's A Madea Chris…,Comedy,,50227277,,
2013-04-26,Pain & Gain,Action,26000000,49875291,31400000,81275291
2013-01-11,Gangster Squad,Drama,60000000,46000903,58100000,104100903
2013-12-25,The Secret Life of Walter M…,Adventure,,45470954,,
1994-08-26,Jurassic Park,Action,63000000,45385935,643104279,1045627627
2012-12-25,Les MisÃ©rables,Musical,65000000,45306730,289611346,438421116
2013-06-07,The Internship,Comedy,58000000,44672764,49000000,93672764
2013-08-30,Instructions Not Included,Comedy,,44467206,,
2013-02-22,Snitch,Thriller/Suspense,15000000,42930462,14977272,57907734
2013-02-22,Snitch,Thriller/Suspense,850000,42930462,0,0
2013-09-06,Riddick,Action,38000000,42025135,52738623,94763758
2013-01-11,A Haunted House,Comedy,2500000,40041683,19880875,59922558
2012-12-14,The Hobbit: An Unexpected J…,Adventure,,39168675,,
2013-10-18,12 Years a Slave,Drama,20000000,38472086,124118763,180790756
2012-11-09,Lincoln,Drama,65000000,38118927,91138308,273346281
2013-09-13,The Family,Black Comedy,30000000,36917730,14159730,51078541
2013-10-18,Carrie,Horror,30000000,35266619,47142901,82409520
2013-10-18,Carrie,Horror,1800000,35266619,6501,25884654
2012-11-21,Life of Pi,Drama,120000000,33947534,494323346,619310368
2013-07-19,R.I.P.D.,Action,130000000,33618855,45457823,79076678
2013-07-26,Blue Jasmine,Comedy,18000000,32744634,69508090,102912961
2013-12-25,47 Ronin,Action,175000000,32687680,113354340,151716815
2013-07-03,Kevin Hart: Let Me Explain,Concert/Perfor…,2500000,32244051,83204,32327255
2013-02-08,Side Effects,Thriller/Suspense,30000000,32172757,34569381,66742138
2013-02-08,Side Effects,Thriller/Suspense,200000,32172757,0,44701
2013-04-12,Scary Movie 5,Comedy,,32015787,,
2013-12-20,Walking with Dinosaurs,Adventure,80000000,31344185,87292721,123368842
2013-08-21,The Mortal Instruments: Cit…,Adventure,,31165421,,
2013-11-22,Delivery Man,Comedy,22000000,29866438,39877053,70536870
2013-08-30,One Direction: This is Us,Concert/Perfor…,10000000,28873374,39668412,68541786
2013-08-16,Kick-Ass 2,Action,28000000,28795985,34333924,63129909
2013-09-20,Rush,Drama,38000000,26947624,71283215,98230839
2013-03-29,The Host,Thriller/Suspense,50000000,26623701,37853350,64477051
2013-08-23,The World's End,Comedy,20000000,26004851,21503654,47508505
2012-10-12,Argo,Thriller/Suspense,44500000,25918584,91115254,227140757
2013-03-01,21 and Over,Comedy,13000000,25682380,16513386,42195766
2013-10-18,Escape Plan,Thriller/Suspense,70000000,25063555,78600000,103735965
2012-12-25,Parental Guidance,Adventure,25000000,24927598,43565087,120832383
2013-12-25,Grudge Match,Comedy,40000000,24846211,40000000,69817991
2013-09-27,Don Jon,Romantic Comedy,5500000,24475193,16790875,41268579
2013-03-15,The Incredible Burt Wonders…,Comedy,,22537881,,
2013-04-26,The Big Wedding,Romantic Comedy,32500000,21819348,26606623,48425971
2013-04-26,Mud,Drama,10000000,21590086,9966873,31556959
2013-09-27,Baggage Claim,Romantic Comedy,8500000,21569509,1316327,22885836
2013-07-05,The Way Way Back,Comedy,5000000,21502690,5351120,26853810
2013-03-29,The Place Beyond the Pines,Drama,15000000,21403519,25607930,47011449
2013-11-27,Homefront,Action,22000000,20158492,31536870,51695362
2013-01-18,Broken City,Thriller/Suspense,35000000,19701164,14778881,34480045
2013-11-22,Philomena,Drama,12000000,19586311,61253413,98963392
2013-02-14,Beautiful Creatures ,Thriller/Suspense,,19452138,,
2013-10-04,Runner Runner,Thriller/Suspense,30000000,19316646,41196034,60512680
2013-11-08,The Book Thief,Drama,19000000,19091819,54598230,76086711
2013-08-23,You're Next,Horror,1000000,18494006,8393171,26887177
2013-01-11,Quartet,Comedy,11000000,18388357,37790578,56178935
,Paranormal Activity: The Ma…,,,18343611,,
2013-03-22,Admission,Romantic Comedy,13000000,18007317,726349,18733666
2013-01-25,Parker,Thriller/Suspense,35000000,17616641,30926747,48543388
2013-09-18,Enough Said,Comedy,8000000,17497669,8070577,25621449
2013-02-22,Dark Skies,Horror,3500000,17418667,10285444,27704111
2013-10-25,The Counselor,Thriller/Suspense,25000000,16960224,54035619,71009334
2013-11-01,Dallas Buyers Club,Drama,5000000,16300843,33313560,60611845
2013-08-16,Jobs,Drama,18000000,16131410,27271105,43402515
2013-07-12,Fruitvale Station,Drama,900000,16098998,1450647,17549645
2012-12-21,The Impossible,Drama,40000000,15607469,150570724,169590606
2012-12-21,Jack Reacher,Drama,60000000,15373522,137300000,217370736
2013-11-01,About Time,Romantic Comedy,12000000,15323921,73214821,88538742
2013-03-01,The Last Exorcism Part II,Horror,4000000,15179303,10269404,25448707
2013-03-15,Spring Breakers,Thriller/Suspense,5000000,14124286,17024965,31149251
2012-12-21,This is 40,Comedy,35000000,13289310,22676677,90221182
2013-01-04,Texas Chainsaw 3D,Horror,20000000,12597475,13324068,47666013
2013-01-18,The Last Stand,Action,30000000,12050299,36280458,48330757
2013-12-04,Out of the Furnace,Drama,22000000,11187536,4103526,15434375
2012-11-02,Wreck-It Ralph,Adventure,165000000,10911037,307098844,496511521
2013-03-08,Dead Man Down,Thriller/Suspense,30000000,10895295,8704679,19599974
2013-08-30,Getaway,Thriller/Suspense,18000000,10501938,1312051,11813989
2013-02-01,Bullet to the Head,Action,55000000,9489829,13108140,22597969
2013-05-10,Peeples,Romantic Comedy,11000000,9177065,130101,9307166
2013-09-20,Battle of the Year 3D,Drama,,8888355,,
2013-01-25,Movie 43,Comedy,10000000,8840453,22324294,31164747
2013-05-24,Before Midnight,Drama,3000000,8110621,15141309,23251930
2013-10-11,Machete Kills,Action,20000000,8008161,10264848,18273009
2013-12-20,Dhoom 3,Action,24000000,7846872,3691665,11723620
2013-12-06,Inside Llewyn Davis,Drama,11000000,7757978,19695038,32943247
2012-11-09,Skyfall,Action,200000000,7555911,806166704,1110526981
2013-08-16,Paranoia,Thriller/Suspense,40000000,7388654,8952113,16340767
2013-11-29,Mandela: Long Walk to Freedom,Drama,35000000,7061587,21567317,29890402
2013-11-27,Black Nativity,Musical,17500000,7012316,435996,7454184
2013-11-15,Nebraska,Drama,12000000,7003296,7106448,24761360
2013-08-02,The Spectacular Now,Drama,2500000,6852971,63980,6916951
2013-08-23,The Grandmaster,Action,,6594959,,
2012-12-19,Amour,Drama,9700000,6427707,30048090,36787044
2012-11-21,Rise of the Guardians,Adventure,145000000,6185091,203488144,306900902
2013-10-18,All is Lost,Thriller/Suspense,8500000,6047207,4123144,10386814
2012-12-19,The Guilt Trip,Comedy,40000000,6022333,4160459,41294674
2013-12-25,Justin Bieberâs Believe,Documentary,,5962982,,
2013-06-14,The Bling Ring,Drama,,5845732,,
2013-10-04,Pulling Strings,Romantic Comedy,,5842961,,
2013-08-28,Closed Circuit,Thriller/Suspense,,5750995,,
2001-11-02,"Monsters, Inc.",Adventure,115000000,5571699,270334294,559757719
2009-09-23,The Wizard of Oz,Musical,2777000,5509334,263591,34949482
1986-05-16,Top Gun,Action,15000000,5418430,176999033,356799634
2010-03-19,Hubble 3D,Documentary,,5361957,,
2013-08-08,Chennai Express,Romantic Comedy,,5307960,,
2013-04-05,The Company You Keep,Thriller/Suspense,2000000,5132442,15955318,21087760
2013-06-14,20 Feet From Stardom,Documentary,1000000,4821266,946216,5892466
2013-06-07,Much Ado About Nothing,Romantic Comedy,8000000,4328850,0,22549338
2013-05-17,Frances Ha,Comedy,3000000,4066826,7151223,11218621
2013-05-31,Yeh Jawaani Hai Deewani,,8300000,3827466,47000000,50827466
2013-07-26,The To Do List,Comedy,1500000,3491669,637159,4128828
2013-09-27,Metallica Through the Never,Concert/Perfor…,18000000,3419967,5662939,9082906
2013-03-08,Emperor,Drama,,3346264,,
2013-02-01,Stand Up Guys,Drama,,3310031,,
2013-10-18,The Fifth Estate,Drama,26000000,3254172,2900000,6154172
2012-12-28,Promised Land,Drama,15000000,3202459,4796664,12394562
2012-11-16,The Twilight Saga: Breaking…,Drama,,3191381,,
2012-12-07,Hyde Park on Hudson,Drama,,3166260,,
2013-08-09,In a World...,Comedy,,2963271,,
2012-04-20,To the Arctic 3D,Documentary,,2930286,,
2013-04-19,Home Run,Drama,1200000,2859955,0,2859955
2013-04-19,Filly Brown,Drama,1250000,2850357,90054,2940411
2013-10-04,Grace Unplugged,Drama,1700000,2507159,0,2507159
2013-03-22,The Sapphires,Musical,9000000,2450867,17944173,20395040
2002-04-19,Space Station,Documentary,,2436846,,
2013-10-11,La Vie d'AdÃ¨le,Drama,,2426783,,
2013-02-01,The Gatekeepers,Documentary,1500000,2408553,183755,2592308
2013-10-18,I'm in Love with a Church Girl,Drama,3000000,2387730,115662,2503392
2013-02-15,No,Drama,,2341226,,
2013-04-05,Trance,Thriller/Suspense,16000000,2322593,20271459,22594052
2013-04-05,Trance,Thriller/Suspense,950000,2322593,0,0
2013-03-29,Renoir,Drama,,2291047,,
2013-05-31,The East,Drama,6500000,2274649,753307,3027956
2013-11-27,Oldboy,Action,3000000,2193658,5518995,6226386
2013-02-01,2013 Oscar Shorts,Multiple Genres,,2142342,,
2012-09-28,Hotel Transylvania,Adventure,85000000,2140687,230192764,378505812
