release_date,title,genres,production_budget,domestic_gross,foreign_gross,worldwide_gross
2010-09-17,Undertow,Drama,,64158,,
2010-06-04,Rush: Beyond the Lighted Stage,,,63696,,
2010-10-08,Marwencol,,,63292,,
2010-02-26,Teen Patti,,,63151,,
2010-11-12,Cool It,Documentary,,62713,,
2010-10-01,Hatchet II,Horror,,62000,,
2009-08-14,"Patrik, Age 1.5",,,57060,,
2010-07-02,God of Vampires,Action,,56705,,
2010-05-14,Looking for Eric,,,55804,,
2010-07-14,To the Sea,Drama,,55709,,
2009-10-23,Amelia,Drama,40000000,55434,5476502,19756077
2010-12-03,Night Catches Us,Drama,,54914,,
2010-06-18,The Girlfriends,Drama,,54843,,
2010-06-18,The Nature of Existence,Documentary,,54645,,
2010-06-11,The Lottery,,,54543,,
2010-03-12,The Harimaya Bridge,Drama,,54473,,
2010-03-03,Harlan: In the Shadow of Je…,,,54305,,
2010-10-27,Strange Powers: Stephin Mer…,Documentary,,54152,,
2010-03-05,Tirez sur le pianiste,Thriller/Suspense,,51990,,
2010-08-13,Tales From Earthsea,Adventure,,48658,,
2010-08-27,Change of Plans,Comedy,,46714,,
2010-03-26,Ca$h,Thriller/Suspense,13700000,46488,11738256,11738256
2010-03-26,Ca$h,Thriller/Suspense,7000000,46488,0,46488
2010-07-30,Enemies of the People,Documentary,,46463,,
1954-06-16,Mr. Hulot's Holiday,Comedy,,45746,,
2009-09-18,35 Shots of Rum,Drama,,44756,,
2010-02-19,Defendor,,3750000,44462,0,44462
2010-06-04,Cropsey,,,42392,,
2010-05-07,The Oath,Documentary,,42273,,
2010-09-17,Queen of the Sun,Documentary,,41895,,
2010-02-26,Oscar and the Lady in Pink,,,41803,,
1957-03-18,On the Bowery,,,41802,,
2010-03-19,The Red Baron,Drama,,40789,,
2010-03-26,The Terkel in Trouble,,,40621,,
2010-02-26,La derniere fugue,Drama,,40249,,
2010-01-15,44 Inch Chest,,,39033,,
2009-10-02,A Serious Man,Comedy,7000000,38263,21131782,30360570
2010-11-24,The Legend of Pale Male,Documentary,,38083,,
2010-08-20,L'armÃ©e du crime,Thriller/Suspense,,37031,,
2010-10-22,Boxing Gym,Documentary,,36812,,
2010-02-05,District B13 - Ultimatum,,,36136,,
2010-05-14,Deadfall Trail,Horror,,35855,,
2009-08-28,Mystery Team,Comedy,,35701,,
2010-12-03,Bhutto,Documentary,,34963,,
2010-09-10,Le Refuge,Drama,,34525,,
2009-10-07,The Yes Men Fix the World,Documentary,,34136,,
2010-03-26,Bluebeard,Drama,,33490,,
2010-11-12,Every Man for Himself,Drama,,33458,,
2010-09-10,Ahead of Time,Documentary,,33024,,
2010-07-23,Spoken Word,Drama,4500000,32961,0,32961
2010-02-12,Videocracy,,,32790,,
2010-11-17,William S. Burroughs: A Man…,Documentary,,32608,,
2010-04-23,In My Sleep,Thriller/Suspense,,31858,,
2010-05-21,180 South,,,31745,,
2009-11-18,The Sun,Drama,,31738,,
2010-07-09,Around a Small Mountain,Comedy,,31377,,
2010-01-08,In Search of Memory,Documentary,,31052,,
2010-09-10,Who is Harry Nilsson (and W…,Documentary,,30975,,
2010-09-15,GasLand,Documentary,,30846,,
2010-07-16,Valhalla Rising,Action,5700000,30638,700975,731613
2010-12-03,Dead Awake,Thriller/Suspense,,30600,,
2010-03-26,Lbs.,Comedy,,29866,,
2010-05-07,Multiple Sarcasms,,,29731,,
2010-05-19,Two in the Wave,Documentary,,28808,,
2010-09-10,Expecting Mary,Comedy,,28700,,
2010-06-04,BoyBand,Comedy,,28336,,
2010-07-09,[Rec] 2,,5600000,27766,18500000,18527766
2009-10-09,Visual Acoustics,Documentary,,27565,,
2009-05-29,Rashomon,Drama,,27401,,
2010-04-09,The Human Experience,,,27170,,
2009-06-05,Seraphine,Drama,,26616,,
2010-02-12,October Country,Documentary,,26185,,
2010-02-05,Eyes Wide Open,,,25846,,
2010-03-12,The Exploding Girl,Drama,40000,25572,0,25572
2010-05-14,Here and There,,,24460,,
2010-07-16,Henri-Georges Clouzot's Inf…,,,24328,,
2010-04-23,Behind the Burly Q,Documentary,,23889,,
2010-12-03,Saint Misbehavin': The Wavy…,Documentary,,23887,,
2010-07-30,Smash His Camera,Documentary,,23671,,
2009-11-13,Pirate Radio,Comedy,,23352,,
2010-04-16,Handsome Harry,Drama,,22878,,
2010-09-17,The Other City,Documentary,,22539,,
2010-02-19,Happy Tears,Drama,,22464,,
2010-12-10,Hemingway's Garden of Eden,Drama,,22083,,
2010-12-10,And Everything is Going Fine,Documentary,,22080,,
2010-07-30,"Hugh Hefner: Playboy, Activ…",,,21878,,
2010-05-07,Trash Humpers,,,21826,,
2010-05-14,Daddy Long Legs,Musical,,21766,,
2010-02-26,Toe to Toe,,,21648,,
2010-05-28,Raw Faith,Documentary,,20956,,
2010-04-30,The Good Heart,Drama,3800000,20930,320000,340930
2010-10-01,Douchebag,Comedy,,20615,,
2010-09-03,Prince of Broadway,Drama,,20450,,
2010-02-05,The Korean,Action,,20279,,
2010-06-02,Double Take,Documentary,24000000,20218,0,29823162
2010-09-10,The Trial,,,19753,,
2010-11-05,Guy and Madeline on a Park …,Musical,,19557,,
2010-08-13,Neshoba: The Price of Freedom,Documentary,,19245,,
2010-08-13,The People I've Slept With,Romantic Comedy,,19137,,
2009-09-11,The Horse Boy,Documentary,160000,19117,0,156612
2009-11-24,Small Change,Comedy,,18675,,
2010-01-29,Off and Running,Documentary,,18262,,
2010-11-05,Red Hill,Thriller/Suspense,,18224,,
2010-07-02,Great Directors,,,17921,,
2010-01-08,Bitch Slap,Action,,17365,,
1960-11-11,Where the Hot Wind Blows!,,,17351,,
2010-05-12,Beetle Queen Conquers Tokyo,Documentary,,15930,,
2010-09-29,Nine Nation Animation,Multiple Genres,,15651,,
2010-01-06,Stray Dog,,,15648,,
1985-11-01,Shoah,Documentary,,15642,,
2010-12-24,Summer Wars,Adventure,,15623,,
2010-02-12,American Radical: The Trial…,,,15451,,
2009-11-13,The End of Poverty?,Documentary,,15444,,
2010-04-23,Paper Man,Comedy,,15389,,
2010-02-19,Dreamkiller,,,15318,,
2010-04-23,"Hey, Hey, It's Esther Blueb…",Comedy,,15222,,
2009-11-11,Four Seasons Lodge,,,15055,,
2009-10-09,The Wedding Song,,,14542,,
2009-07-01,The Beaches of AgnÃ¨s,Documentary,,14523,,
2009-05-01,Revanche,Thriller/Suspense,,13918,,
2010-04-02,Don McKay,,6000000,13722,0,13722
2009-06-12,Le combat dans l'Ã®le,Thriller/Suspense,,13632,,
2010-05-07,Welcome (2009),,,13461,,
2010-10-08,Jim,Drama,,13015,,
2010-05-14,The Living Wake,,500000,12232,0,12232
2010-10-29,The Kids Grow Up,,,12095,,
2010-05-21,After the Cup: Sons of Sakh…,Documentary,,12085,,
2010-09-17,Picture Me: A Model's Diary,,,12008,,
2010-11-05,Violet Tendencies,Comedy,,11863,,
2010-07-30,The Dry Land,Drama,,11777,,
2010-09-03,White Wedding,Comedy,,11711,,
2010-08-13,Salt of This Sea,Drama,,11662,,
2010-09-03,16 to Life,Romantic Comedy,1000000,11574,0,11574
2010-10-08,Cherry,,,11362,,
2009-03-01,Mine,Documentary,,11283,,
2010-03-12,Children of Invention,Drama,,11183,,
2009-10-09,Good Hair,Documentary,,11053,,
2009-10-09,The Damned United,Drama,6400000,11029,3750009,4199874
2010-08-27,The Two Escobars,Documentary,,10942,,
2009-12-25,Sita Sings the Blues,Musical,,10784,,
1999-01-15,Mississippi Mermaid,Drama,1600000,10678,2600000,2627795
2010-01-08,Waiting for Armageddon,Documentary,,10501,,
2010-06-04,Spring Fever,Drama,,10478,,
2010-08-27,The Milk of Sorrow,Drama,,10462,,
2010-12-31,The Strange Case of Angelica,Drama,,10433,,
2010-10-08,GhettoPhysics: Will the Rea…,Documentary,,10229,,
2010-08-27,Circle,Horror,2000000,10024,0,10024
2010-10-15,Down Terrace,Black Comedy,30000,9812,0,9812
2010-02-17,Lourdes,Drama,,9408,,
2010-10-22,The Taqwacores,Drama,,9347,,
2010-01-08,Wonderful World,Drama,,9309,,
2010-08-06,Brotherhood,Drama,,8979,,
2010-01-01,Shanghai Red,Thriller/Suspense,,8734,,
2010-09-17,The Freebie,Romantic Comedy,,8300,,
2010-03-12,Stolen,,35000000,7943,17677973,17967746
2009-07-31,The Cove,Documentary,,7934,,
2010-07-23,Mugabe and the White African,Documentary,,7924,,
2009-11-20,The Missing Person,,2000000,7874,0,17896
2010-04-30,It's a Bash!,,,7839,,
2010-12-24,Oy Vey! My Son is Gay!,,,7578,,
2010-03-12,Tales From the Script,,,7535,,
2010-07-16,Udaan,,,7461,,
2010-04-02,The Thorn in the Heart,Documentary,,7376,,
2009-06-12,Youssou N'Dour: I Bring Wha…,Documentary,,7296,,
2010-06-11,Gangster's Paradise: Jerusa…,Action,,7294,,
2010-05-07,Happiness Runs,Drama,,7199,,
2010-07-02,Only When I Dance,Documentary,,7150,,
2010-09-10,Logan,Drama,127000000,7137,387951364,614228432
2010-01-22,Misconceptions,Comedy,,6892,,
2009-09-09,Crude,Documentary,,6878,,
2009-09-04,Amreeka,,,6818,,
2010-06-04,Finding Bliss,,,6783,,
2010-04-30,Mercy,Drama,,6780,,
2010-02-19,The Last New Yorker,Drama,,6607,,
2010-04-16,The Cartel,,,6569,,
2010-03-26,Dream Boy,,,6534,,
2009-06-17,Under Our Skin,Documentary,,6526,,
1947-04-11,Monsieur Verdoux,Black Comedy,,6393,,
2010-01-22,Watercolors,Drama,,6305,,
2009-11-06,The Box,Thriller/Suspense,25000000,6301,19304783,34356760
2010-03-26,Manuela and Manuel,,,6291,,
2010-01-08,Brutal Beauty: Tales of the…,Documentary,,6280,,
2009-10-30,Storm,Drama,,6152,,
2010-02-19,Phyllis and Harold,Documentary,,5992,,
2010-10-22,BearCity,Romantic Comedy,,5980,,
2009-05-29,Departures,Drama,,5800,,
2010-01-29,For My Father,Drama,,5729,,
2010-09-10,Midnight Reckoning,Thriller/Suspense,,5673,,
2009-11-27,Home,Drama,130000000,5517,208600386,385997896
2009-11-27,Home,Drama,12000000,5517,0,0
2009-11-27,Home,Drama,500000,5517,44777735,44793168
2010-12-22,Nenette,Documentary,,5450,,
2010-06-04,Whiz Kids,Documentary,,5427,,
2009-08-07,Beeswax,Comedy,,5151,,
2010-12-24,Hadewijch,Drama,,5006,,
2010-09-03,The Winning Season,Comedy,,5000,,
2010-12-03,Come Undone,Drama,,4998,,
2009-12-23,"Police, Adjective",,,4908,,
2010-08-06,The Oxford Murders,Thriller/Suspense,10000000,4803,17699328,17704131
2009-08-14,Cloud 9,,,4297,,
2009-08-19,The Headless Woman,Drama,,4222,,
1974-12-31,Promised Lands,,,4149,,
2010-10-22,Inhale,Thriller/Suspense,,4115,,
2010-10-01,Zenith,Thriller/Suspense,,4052,,
2010-03-19,Kimjongilia,,,3987,,
2010-03-26,Just Say Love,,,3944,,
1970-09-09,The Wild Child,Drama,,3762,,
2010-11-19,Heartless,Horror,,3697,,
2009-08-28,Big Fan,Comedy,,3666,,
2010-06-18,American Grindhouse,Documentary,,3598,,
2010-12-29,The Red Chapel,Documentary,,3539,,
2010-06-04,Speed Dating,Romantic Comedy,,3394,,
2010-01-22,Murder in Fashion,Drama,,3346,,
1974-09-19,Amarcord,,,3326,,
2009-08-28,The September Issue,Documentary,,3169,,
2010-03-12,My Year Without Sex,Comedy,,3119,,
2010-08-20,Altiplano,Drama,,3063,,
2010-02-12,Order of Chaos,,,3054,,
2009-08-07,Bliss,Drama,,2856,,
2010-10-29,Eichmann,Drama,,2706,,
2010-11-12,Helena From the Wedding,Drama,,2692,,
2010-04-23,Boogie Woogie,Black Comedy,,2618,,
2009-12-11,The Slammin' Salmon,Comedy,,2510,,
2010-08-27,Daniel & Ana,Drama,,2372,,
2010-09-17,El SÃºperstar: The Unlikely …,Comedy,,2330,,
2010-12-10,You Wonât Miss Me,Drama,,2240,,
2010-09-17,The Girl,Drama,,2201,,
2010-09-17,Sweethearts of the Prison R…,Documentary,,2198,,
2009-10-02,Fallen Idol: The Yuri Gagar…,Documentary,,2126,,
2010-04-16,Nobody's Perfect,Documentary,,2122,,
2010-10-08,As Good As Dead,Thriller/Suspense,,2093,,
2009-09-11,White On Rice,Romantic Comedy,,1985,,
2010-01-29,Falling Awake,Thriller/Suspense,,1978,,
2010-09-17,The Temptation of St. Tony,Drama,,1963,,
2010-09-24,A Mother's Courage: Talking…,Documentary,,1916,,
2010-02-26,45365,Documentary,,1909,,
2009-12-30,Gigante,,,1862,,
2010-09-03,Clear Blue Tuesday,Musical,,1780,,
2010-10-15,"Carmo, Hit the Road",Drama,,1512,,
2010-05-07,Carbon Nation,,,1470,,
2009-11-06,Endgame,Drama,,1407,,
2010-01-22,Drool,Comedy,,1403,,
2009-10-09,Trucker,Drama,1500000,1237,0,52429
2010-06-04,Convention,Documentary,,1220,,
2010-07-09,Suck,,,1167,,
2009-07-10,"Yoo-Hoo, Mrs. Goldberg",Documentary,,961,,
2010-05-21,Perrierâs Bounty,,6600000,828,0,828
2009-03-27,Shall We Kiss?,Romantic Comedy,,814,,
2010-09-10,Daddy's Home,Thriller/Suspense,,796,,
2009-10-09,Peter and Vandy,,,734,,
2010-10-29,Shake Hands with the Devil,Drama,,594,,
2008-12-12,$9.99,Drama,,544,,
2010-10-29,The Magician,Black Comedy,,406,,
1983-03-23,"Jeanne Dielman, 23 Quai du …",Drama,,387,,
2009-07-17,The Wonder of it All,Documentary,,355,,
2008-10-17,Tru Loved,Romantic Comedy,,275,,
2010-01-15,Glorious Exit,,,245,,
2008-10-10,Breakfast with Scot,Drama,,114,,
2010-12-17,To Die is Hard,Comedy,,112,,
2009-09-25,The Blue Tooth Virgin,,,68,,
2009-10-09,From Mexico with Love,Drama,,12,,
2011-07-15,Harry Potter and the Deathl…,Adventure,,381011219,,
2011-06-29,Transformers: Dark of the Moon,Action,195000000,352390543,771403536,1123794079
2011-11-18,The Twilight Saga: Breaking…,Drama,,275530738,,
2011-05-26,The Hangover Part II,Comedy,80000000,254464305,332000000,586464305
2011-05-20,Pirates of the Caribbean: O…,Adventure,,241063875,,
2011-04-29,Fast Five,Action,125000000,210031325,420132129,630163454
2011-06-24,Cars 2,Adventure,200000000,191450875,368704508,560155383
2011-05-06,Thor,Action,150000000,181030624,268295994,449326618
2011-08-05,Rise of the Planet of the Apes,Adventure,93000000,176760185,294226015,470986200
2011-07-22,Captain America: The First …,Action,,176654505,,
2011-08-10,The Help,Drama,25000000,169499546,43414417,213120004
2011-05-13,Bridesmaids,Comedy,32500000,169211718,120420305,289632023
2011-05-26,Kung Fu Panda 2,Adventure,150000000,165249063,499588484,664837547
2011-06-03,X-Men: First Class,Action,160000000,146408305,209000000,355408305
2011-10-28,Puss in Boots,Adventure,130000000,145738327,405726973,554987477
2011-04-15,Rio,Adventure,90000000,143619809,343900000,487519809
2011-07-29,The Smurfs,Adventure,110000000,142614158,421135165,563749323
2011-12-21,Mission: ImpossibleâGhost P…,Action,,141186646,,
2011-12-16,Sherlock Holmes: A Game of …,Action,,136910219,,
2011-06-10,Super 8,Thriller/Suspense,50000000,127004179,130968566,257972745
2011-03-04,Rango,Adventure,135000000,123477607,122246993,245724600
2011-07-08,Horrible Bosses,Comedy,35000000,117538559,94879042,212417601
2011-06-17,Green Lantern,Action,200000000,116601172,102934320,219535492
2010-11-26,The Kingâs Speech,Drama,15000000,115865048,292023719,430821168
2011-04-01,Hop,Adventure,63000000,108085305,80572288,188657593
2011-10-21,Paranormal Activity 3,Horror,5000000,104007828,103011037,207039844
2011-02-11,Just Go With It,Romantic Comedy,80000000,103028109,111946844,214974953
2011-07-29,Cowboys and Aliens,Action,163000000,100368560,75669764,176038324
2011-06-24,Bad Teacher,Comedy,19000000,100292856,115156141,215448997
2011-02-11,Gnomeo and Juliet,Comedy,36000000,99967670,93770307,193737977
2011-01-14,The Green Hornet,Action,110000000,98780042,130375461,229155503
2011-12-16,Alvin and the Chipmunks: Ch…,Adventure,,97848114,,
1994-06-15,The Lion King,Adventure,260000000,94233351,1113305351,1656943394
1994-06-15,The Lion King,Adventure,79300000,94233351,564429585,986214868
2010-12-22,True Grit,Western,35000000,84572623,81033923,252276928
2011-10-07,Real Steel,Action,110000000,84493241,178417032,263880341
2011-07-29,"Crazy, Stupid, Love",Comedy,50000000,84351197,62791131,147142328
2011-03-11,Battle: Los Angeles,Action,70000000,83552429,129911547,213463976
2011-11-11,Immortals,Action,75000000,82656999,128058418,211562435
2011-11-23,The Muppets ,Adventure,,82529452,,
2011-07-08,Zookeeper,Romantic Comedy,80000000,80360866,90444659,170805525
2011-03-18,Limitless,Thriller/Suspense,27000000,79249455,76315464,155564919
2011-11-04,Tower Heist,Comedy,85000000,76802225,72376376,150422946
2011-09-09,Contagion,Thriller/Suspense,60000000,75658097,61893497,137551594
2011-09-23,Moneyball,Drama,50000000,74961642,35695343,111300835
2011-02-11,Justin Bieber:  Never Say N…,Concert/Perfor…,,73013910,,
2011-09-23,Dolphin Tale,Drama,37000000,72015969,23781945,96068724
2011-11-11,Jack and Jill,Comedy,79000000,71697648,76361060,150519217
2011-01-21,No Strings Attached,Romantic Comedy,25000000,70662220,78565858,149228078
2011-06-17,Mr. Popper's Penguins,Adventure,,68224452,,
2011-02-18,Unknown,Thriller/Suspense,40000000,63686397,72436686,136123083
2011-02-18,Unknown,Thriller/Suspense,3700000,63686397,3328645,3355048
2011-03-04,The Adjustment Bureau,Thriller/Suspense,50200000,62495645,64435680,126931325
2011-11-18,Happy Feet Two,Adventure,135000000,60965866,93950000,157956466
2010-12-03,Black Swan,Thriller/Suspense,13000000,59146887,224312032,331266710
2011-04-22,Water for Elephants,Drama,38000000,58709717,58100000,116809717
2011-03-18,The Lincoln Lawyer,Thriller/Suspense,40000000,58009200,29135886,87145086
2011-05-20,Midnight in Paris,Romantic Comedy,30000000,56377732,105462666,162279328
2011-07-22,Friends with Benefits,Romantic Comedy,35000000,55802754,90793137,146595891
2011-12-20,The Girl with the Dragon Ta…,Thriller/Suspense,,55584881,,
2011-02-18,I am Number Four,Adventure,50000000,55100437,91094722,146195159
2011-04-01,Source Code,Thriller/Suspense,32000000,54712227,85716272,140428499
2011-04-01,Insidious ,Horror,,54009150,,
2011-04-22,Madea's Big Happy Family,Drama,25000000,53345287,815531,54160818
2011-03-25,Diary of a Wimpy Kid: Rodri…,Adventure,,52698535,,
2011-10-14,Footloose,Musical,24000000,51670512,11187092,62989834
2011-10-14,Footloose,Musical,8200000,51670512,3527,80003527
2011-12-21,The Adventures of Tintin,Adventure,130000000,51400450,296402120,373993951
2011-11-23,Hugo,Adventure,180000000,50313495,106183277,180047784
2011-01-14,The Dilemma,Comedy,70000000,48475290,22071575,70546865
2011-12-09,New Yearâs Eve,Romantic Comedy,26000000,47257823,92305635,146850273
2010-12-10,The Fighter,Drama,11000000,47228156,35645379,129262388
2010-12-22,Little Fockers,Comedy,100000000,45862410,162211974,310650574
2011-11-23,Arthur Christmas,Adventure,85000000,45820235,103254655,149717124
2011-02-25,Hall Pass,Comedy,68000000,45060734,42112741,87173475
2011-12-23,We Bought a Zoo,Drama,50000000,44490999,43104523,118729073
2011-04-08,Soul Surfer,Drama,18000000,43853424,3305228,47158652
2011-08-12,Final Destination 5,Horror,40000000,42587643,112423522,155011165
2011-10-07,The Ides of March,Drama,23000000,40825612,36773391,77735925
2010-12-17,Tron: Legacy,Adventure,200000000,40757919,228000000,400062763
2011-12-25,War Horse,Drama,70000000,40451772,76932170,156815529
2011-11-16,The Descendants,Drama,20000000,40315665,92882839,175507800
2011-04-08,Hanna,Drama,30000000,40259119,25084575,65343694
2011-05-06,Something Borrowed,Romantic Comedy,35000000,39046489,26037627,65084116
2011-08-19,Spy Kids: All the Time in t…,Adventure,,38536376,,
2011-04-15,Scream 4,Horror,40000000,38180928,57808662,95989590
2011-02-18,"Big Mommas: Like Father, Li…",Comedy,,37915414,,
2011-03-11,Red Riding Hood,Thriller/Suspense,42000000,37662162,54016280,91678442
2011-03-18,Paul,Comedy,40000000,37412945,63749161,101162106
2011-02-04,The Roommate,Thriller/Suspense,16000000,37300107,15245600,52545707
2011-05-06,Jumping the Broom,Romantic Comedy,7000000,37295394,863207,38158601
2011-08-05,The Change-Up,Comedy,52000000,37243418,38753649,75997067
2011-10-28,In Time,Thriller/Suspense,35000000,37076415,127550020,165103952
2011-08-12,30 Minutes or Less,Comedy,28000000,37053924,3912792,40966716
2011-08-26,Colombiana,Thriller/Suspense,40000000,36665854,35629408,72295262
2011-11-09,J. Edgar,Drama,35000000,36650831,47300000,84606030
2011-03-25,Sucker Punch,Action,75000000,36392502,53365887,89758389
2011-07-01,Larry Crowne,Romantic Comedy,30000000,35608245,25840890,61449135
