imdb_id,popularity,title,budget,revenue,runtime_mins,vote_average,vote_count,genre_count,ROI,genre
tt0970179,22.743,Hugo,170000000,185770160,126,7.2,5035,3,0.09276564705882354,Adventure
tt0970179,22.743,Hugo,170000000,185770160,126,7.2,5035,3,0.09276564705882354,Drama
tt0970179,22.743,Hugo,170000000,185770160,126,7.2,5035,3,0.09276564705882354,Family
tt1210166,22.681,Moneyball,50000000,110206216,134,7.2,2936,1,1.20412432,Drama
tt0816462,22.177,Conan the Barbarian,90000000,63523283,113,5.2,1224,3,-0.29418574444444445,Adventure
tt0816462,22.177,Conan the Barbarian,90000000,63523283,113,5.2,1224,3,-0.29418574444444445,Fantasy
tt0816462,22.177,Conan the Barbarian,90000000,63523283,113,5.2,1224,3,-0.29418574444444445,Action
tt0990407,22.04,The Green Hornet,120000000,227817248,119,5.5,2260,3,0.8984770666666667,Action
tt0990407,22.04,The Green Hornet,120000000,227817248,119,5.5,2260,3,0.8984770666666667,Crime
tt0990407,22.04,The Green Hornet,120000000,227817248,119,5.5,2260,3,0.8984770666666667,Comedy
tt1291584,21.153,Warrior,25000000,23057115,140,7.8,2660,2,-0.0777154,Drama
tt1291584,21.153,Warrior,25000000,23057115,140,7.8,2660,2,-0.0777154,Action
tt1899353,20.519,The Raid,1100000,4105187,101,7.4,2024,3,2.7319881818181817,Action
tt1899353,20.519,The Raid,1100000,4105187,101,7.4,2024,3,2.7319881818181817,Thriller
tt1899353,20.519,The Raid,1100000,4105187,101,7.4,2024,3,2.7319881818181817,Crime
tt1340800,20.515,Tinker Tailor Soldier Spy,30000000,80630608,127,6.6,1669,3,1.6876869333333333,Drama
tt1340800,20.515,Tinker Tailor Soldier Spy,30000000,80630608,127,6.6,1669,3,1.6876869333333333,Thriller
tt1340800,20.515,Tinker Tailor Soldier Spy,30000000,80630608,127,6.6,1669,3,1.6876869333333333,Mystery
tt0983193,20.504,The Adventures of Tintin,130000000,371940071,107,6.8,3817,3,1.8610774692307692,Adventure
tt0983193,20.504,The Adventures of Tintin,130000000,371940071,107,6.8,3817,3,1.8610774692307692,Animation
tt0983193,20.504,The Adventures of Tintin,130000000,371940071,107,6.8,3817,3,1.8610774692307692,Mystery
tt1067774,20.472,Monte Carlo,20000000,39667665,109,6.5,1527,3,0.98338325,Adventure
tt1067774,20.472,Monte Carlo,20000000,39667665,109,6.5,1527,3,0.98338325,Comedy
tt1067774,20.472,Monte Carlo,20000000,39667665,109,6.5,1527,3,0.98338325,Romance
tt0822847,20.116,Priest,60000000,78309131,87,5.6,1437,3,0.3051521833333333,Horror
tt0822847,20.116,Priest,60000000,78309131,87,5.6,1437,3,0.3051521833333333,Action
tt0822847,20.116,Priest,60000000,78309131,87,5.6,1437,3,0.3051521833333333,Thriller
tt1253864,19.765,Immortals,75000000,226904017,110,5.8,1718,3,2.025386893333333,Fantasy
tt1253864,19.765,Immortals,75000000,226904017,110,5.8,1718,3,2.025386893333333,Action
tt1253864,19.765,Immortals,75000000,226904017,110,5.8,1718,3,2.025386893333333,Drama
tt0780504,19.582,Drive,15000000,78054825,100,7.6,8335,3,4.203655,Drama
tt0780504,19.582,Drive,15000000,78054825,100,7.6,8335,3,4.203655,Thriller
tt0780504,19.582,Drive,15000000,78054825,100,7.6,8335,3,4.203655,Crime
tt1411697,19.217,The Hangover Part II,80000000,254455986,102,6.4,7433,1,2.180699825,Comedy
tt1071875,19.175,Ghost Rider: Spirit of Vengeance,57000000,132563930,95,4.8,2452,3,1.3256829824561402,Action
tt1071875,19.175,Ghost Rider: Spirit of Vengeance,57000000,132563930,95,4.8,2452,3,1.3256829824561402,Fantasy
tt1071875,19.175,Ghost Rider: Spirit of Vengeance,57000000,132563930,95,4.8,2452,3,1.3256829824561402,Thriller
